ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
v121	v121			id331 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v122	v122			id331 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v123	v123			id331 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v124	v124			id331 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v125	v125			id331 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v126	v126			id331 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v127	v127			id331 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v128	v128			id331 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v129	v129			id331 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v130	v130			id331 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v131	v131			id331 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v132	v132			id331 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v133	v133			id331 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v134	v134			id331 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v135	v135			id331 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v136	v136			id331 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v137	v137			id332 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v138	v138			id332 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v139	v139			id332 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v140	v140			id332 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v141	v141			id332 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v142	v142			id332 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v143	v143			id332 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v144	v144			id332 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v145	v145			id332 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v146	v146			id332 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v147	v147			id332 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v148	v148			id332 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v149	v149			id332 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v150	v150			id332 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v151	v151			id332 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v152	v152			id332 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v153	v153			id332 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v154	v154			id332 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v155	v155			id332 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v156	v156			id332 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v157	v157			id332 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v158	v158			id332 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v159	v159			id332 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v160	v160			id332 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v161	v161			id332 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v162	v162			id332 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v163	v163			id332 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v164	v164			id332 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v165	v165			id332 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v166	v166			id332 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v167	v167			id332 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v168	v168			id332 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v169	v169			id332 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v170	v170			id332 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v171	v171			id332 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v172	v172			id332 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v173	v173			id332 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v174	v174			id332 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v175	v175			id332 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v176	v176			id332 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v177	v177			id332 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v178	v178			id332 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v179	v179			id332 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v180	v180			id332 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v181	v181			id332 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v182	v182			id332 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v183	v183			id332 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v184	v184			id332 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v185	v185			id332 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v186	v186			id332 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v187	v187			id332 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v188	v188			id332 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v189	v189			id332 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v190	v190			id332 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v191	v191			id332 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v192	v192			id332 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v193	v193			id332 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v194	v194			id332 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v195	v195			id332 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v196	v196			id332 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v197	v197			id332 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v198	v198			id332 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v199	v199			id332 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v200	v200			id332 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v201	v201			id333 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v202	v202			id333 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v203	v203			id333 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v204	v204			id333 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v205	v205			id333 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v206	v206			id333 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v207	v207			id333 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v208	v208			id333 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v209	v209			id333 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v210	v210			id333 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v211	v211			id333 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v212	v212			id333 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v213	v213			id333 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v214	v214			id333 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v215	v215			id333 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v216	v216			id333 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v217	v217			id333 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v218	v218			id333 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v219	v219			id333 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v220	v220			id333 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v221	v221			id333 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v222	v222			id333 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v223	v223			id333 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v224	v224			id333 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v225	v225			id333 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v226	v226			id333 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v227	v227			id333 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v228	v228			id333 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v229	v229			id333 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v230	v230			id333 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v231	v231			id333 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v232	v232			id333 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v233	v233			id333 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v234	v234			id333 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v235	v235			id333 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v236	v236			id333 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v237	v237			id333 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v238	v238			id333 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v239	v239			id333 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v240	v240			id333 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v241	v241			id333 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v242	v242			id333 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v243	v243			id333 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v244	v244			id333 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v245	v245			id333 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v246	v246			id333 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v247	v247			id333 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v248	v248			id333 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v249	v249			id333 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v250	v250			id333 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v251	v251			id333 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v252	v252			id333 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v253	v253			id333 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v254	v254			id333 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v255	v255			id333 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v256	v256			id333 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v257	v257			id333 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v258	v258			id333 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v259	v259			id333 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v260	v260			id333 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v261	v261			id333 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v262	v262			id333 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v263	v263			id333 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v264	v264			id333 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v265	v265			id334 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v266	v266			id334 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v267	v267			id334 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v268	v268			id334 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v269	v269			id334 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v270	v270			id334 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v271	v271			id334 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v272	v272			id334 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v273	v273			id334 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v274	v274			id334 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v275	v275			id334 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v276	v276			id334 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v277	v277			id334 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v278	v278			id334 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v279	v279			id334 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v280	v280			id334 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v281	v281			id334 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v282	v282			id334 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v283	v283			id334 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v284	v284			id334 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v285	v285			id334 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v286	v286			id334 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v287	v287			id334 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v288	v288			id334 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v289	v289			id334 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v290	v290			id334 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v291	v291			id334 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v292	v292			id334 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v293	v293			id334 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v294	v294			id334 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v295	v295			id334 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v296	v296			id334 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v297	v297			id334 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v298	v298			id334 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v299	v299			id334 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v300	v300			id334 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v301	v301			id334 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v302	v302			id334 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v303	v303			id334 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v304	v304			id334 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v305	v305			id334 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v306	v306			id334 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v307	v307			id334 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v308	v308			id334 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v309	v309			id334 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v310	v310			id334 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v311	v311			id334 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v312	v312			id334 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v313	v313			id334 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v314	v314			id334 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v315	v315			id334 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v316	v316			id334 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v317	v317			id334 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v318	v318			id334 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v319	v319			id334 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v320	v320			id334 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v321	v321			id334 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v322	v322			id334 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v323	v323			id334 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v324	v324			id334 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v325	v325			id334 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v326	v326			id334 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v327	v327			id334 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v328	v328			id334 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v329	v329			id335 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v330	v330			id335 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v331	v331			id335 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v332	v332			id335 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v333	v333			id335 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v334	v334			id335 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v335	v335			id335 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v336	v336			id335 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v337	v337			id335 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v338	v338			id335 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v339	v339			id335 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v340	v340			id335 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v341	v341			id335 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v342	v342			id335 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v343	v343			id335 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v344	v344			id335 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v345	v345			id335 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v346	v346			id335 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v347	v347			id335 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v348	v348			id335 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v349	v349			id335 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v350	v350			id335 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v351	v351			id335 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v352	v352			id335 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v353	v353			id335 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v354	v354			id335 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v355	v355			id335 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v356	v356			id335 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v357	v357			id335 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v358	v358			id335 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v359	v359			id335 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v360	v360			id335 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v361	v361			id335 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v362	v362			id335 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v363	v363			id335 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v364	v364			id335 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v365	v365			id335 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v366	v366			id335 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v367	v367			id335 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v368	v368			id335 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v369	v369			id335 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v370	v370			id335 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v371	v371			id335 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v372	v372			id335 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v373	v373			id335 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v374	v374			id335 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v375	v375			id335 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v376	v376			id335 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v377	v377			id335 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v378	v378			id335 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v379	v379			id335 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v380	v380			id335 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v381	v381			id335 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v382	v382			id335 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v383	v383			id335 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v384	v384			id335 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v385	v385			id335 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v386	v386			id335 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v387	v387			id335 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v388	v388			id335 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v389	v389			id335 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v390	v390			id335 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v391	v391			id335 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v392	v392			id335 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v393	v393			id336 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v394	v394			id336 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v395	v395			id336 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v396	v396			id336 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v397	v397			id336 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v398	v398			id336 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v399	v399			id336 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v400	v400			id336 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v401	v401			id336 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v402	v402			id336 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v403	v403			id336 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v404	v404			id336 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v405	v405			id336 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v406	v406			id336 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v407	v407			id336 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v408	v408			id336 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v409	v409			id336 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v410	v410			id336 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v411	v411			id336 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v412	v412			id336 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
